close_time,volume,n_trades,RSI,Will,CCI,ROC,ADX,TRIX,OBV,MFI,BOP,DX,ATR,STOCH_K,STOCH_D,Price_Change_pct,PREV_TARGET,TARGET,marketcap_usd,google_trends,dev_activity,count_active_address,average_gas_limit,average_gas_price,average_gas_used,daily_active_contracts,VPT,PVO
2018-01-01,53909.25885,75314,60.4990639308965,-8.492666820241075,88.73918380789846,5.600391635778723,27.578766632512018,0.5551657365201246,286294.74748,54.012599412486885,0.470160427807487,21.39637308041029,88.45512103540548,91.50733317975892,74.98120702733816,0.0299859483499543,1,1.0,74724233457.0,11.88,17.0,19969,224538.8562457079,15798413415.429256,95150.76563234178,69,-17736.070368319783,6.32981358
2018-01-02,113257.78355,142511,73.15924079954462,-16.770327669902926,211.4636923032589,14.037333333333324,27.05666224334342,0.8081702328638807,399552.53103,60.15182973700691,0.6666445094389785,23.92403590833184,97.31010374463328,83.22967233009707,76.60681166268088,0.1328361965059139,1,1.0,85552984076.0,22.32,155.0,23162,219199.5717735109,19121689018.66483,82486.5460506972,86,-3355.9311450667446,6.495935570341848
2018-01-03,89041.45688,118866,79.25128788536368,-5.086094401476821,150.92439025824717,26.23903553230886,28.12285709508912,1.283292072387865,488593.98791,73.17034081178305,0.5635311763445467,34.520026205563305,103.41008892397136,94.9139055985232,80.32513667696507,0.0922666729035351,1,1.0,93146829616.0,21.24,158.0,21432,211133.11015396743,31124791768.43053,76331.10324398275,79,23243.2351198464,7.228558348435566
2018-01-04,102894.47384,132633,79.65960574884956,-18.64669697780156,119.63712492762518,32.788992640099444,30.54407780358124,1.7562465609860525,591488.46175,86.78508851281094,0.049870520424359,45.071402054533976,105.73864764911832,81.35330302219845,81.98665283128967,0.0063916576555357,1,1.0,94924308782.0,25.2,224.0,18214,214398.81792521416,45091914091.93619,81181.73237629549,86,8856.168179806089,8.353888983037825
2018-01-05,97374.0163,124438,81.06501247034353,-20.94432767974976,101.85918498389164,30.696603495960417,33.40389499968684,2.151649291486968,688862.47805,88.03038175840345,0.1678260869565213,50.56279817632044,107.06169798495856,79.05567232025024,81.25566447171359,0.0205319148936169,1,1.0,96574936367.0,21.96,220.0,21313,220734.35919777275,66821870296.90217,85560.15610177357,83,2656.941266953028,7.866137458843118
2018-01-06,71954.27895,91685,84.05014619564794,-10.987800290213356,85.27011987944162,47.43341262150178,35.855166882063074,2.496282686810747,760816.757,100.0,0.6825044404973365,50.562798176320456,101.41859827282164,89.01219970978664,85.67996991434391,0.0481315240083507,1,1.0,100852102738.0,19.8,106.0,25723,219163.7305129711,69600095230.69534,85507.31322019482,80,5360.341668027792,4.887214453641809
2018-01-07,65278.81957,89192,89.2836412807501,-0.4679078882900738,123.57253327230224,53.013706095533934,40.02544610632977,2.9508539995070304,826095.57657,100.0,0.9542765787370092,65.04712145192994,104.80165566241854,99.53209211170991,88.37202546747493,0.1189387372846737,1,1.0,111670667774.0,32.64,110.0,32688,216365.60362949024,56337430918.30586,81863.38622455034,83,11096.149414792118,2.120327462046122
2018-01-08,158831.54798,171664,89.62059598374204,-21.627356565739,113.19868230939636,50.092054199393374,44.93049302632362,3.3192040407839407,984927.12455,100.0,0.030651922960083,74.36077454628669,136.85570485350163,78.37264343426101,86.49564121811808,0.0089841419654703,1,1.0,111244629093.0,38.88,96.0,27358,217603.21613286584,62746191897.52908,81365.3684846342,84,9162.047937933345,7.609750492445343
2018-01-09,118702.88684,152628,93.40477436450875,-6.873184898354308,152.17168441533985,50.94471985782434,49.8383511896087,3.8163718174988537,1103630.01139,100.0,0.7120234604105566,79.28550016931919,148.9691755887157,93.12681510164568,87.90951875691074,0.1392717838295769,1,0.0,125917925182.0,36.48,139.0,23716,209077.3007634304,71784664999.77928,77983.21668054367,91,17958.92797157495,6.994952608084201
2018-01-10,160185.0129,191352,83.50247690413795,-35.09154711903852,133.11691305991832,33.50748905281415,54.71260492133688,4.095064026414264,943444.99849,100.0,-0.1841774801172037,83.958127311706,161.8164362188992,64.90845288096148,83.62302551154478,-0.0340821068938807,0,0.0,121689425203.0,48.0,154.0,21374,209245.5195591155,81468506793.47488,78153.46662559047,83,11072.520063471748,8.568767676324981
2018-01-11,194546.29387,210914,64.04620736074855,-56.80566037735848,29.821575065375946,21.16276595744681,51.14910556354558,3.9538423840342007,748898.7046200002,77.17728574909943,-0.3534623904459209,29.768109416797795,183.1983739019136,43.19433962264152,78.17174502589378,-0.0881484031608527,0,1.0,111937424560.0,36.48,200.0,22995,213247.0172029703,74922014112.88579,80802.66313256326,95,-22319.60149631343,10.31493471211499
2018-01-12,93763.47261,117851,72.10974377222075,-35.118867924528324,40.44623970536866,30.706765349734177,48.094677542581614,3.8016905557408,842662.1772300003,77.57568494094417,0.5349674244840305,29.76810941679781,188.382891915926,64.88113207547167,76.14681070521114,0.1033217475471862,1,1.0,123426938666.0,28.32,170.0,26464,212503.92044502107,54325731320.20392,76668.75615692849,94,-7397.61625308612,4.955840027142443
2018-01-13,75893.43201,115872,78.63445265205655,-9.807547169811324,126.86568620529552,38.2338588401669,47.8412612554237,3.8165887975062818,918555.6092400004,78.25626525607979,0.7665276269927438,46.32076353247621,186.4724787850794,90.19245283018869,76.31541829384,0.106988762790401,1,0.0,135400735921.0,30.24,82.0,26928,209038.2601414604,52002118393.633575,75939.68282365994,82,17582.286905439167,0.1447976737536649
2018-01-14,98391.19585,124920,72.57739406907527,-17.547169811320757,73.69089185922746,19.93695963814121,46.40819450496821,3.742257532772064,820164.4133900002,67.62758379958818,-0.2403508771929819,37.80979400223524,184.2621246729252,82.45283018867924,73.87552373340704,-0.0296088178085151,0,0.0,132554906162.0,25.35,59.0,30195,219236.2575625796,41730614237.19692,84139.61864658464,84,5212.00037529656,-1.7383715111713087
2018-01-15,69236.70476,105410,62.218095605812586,-40.33412887828162,40.91634585304506,12.16223371397307,45.17985157600635,3.45461491844028,750927.7086300002,56.09512043322865,-0.6158707303415717,37.80979400223524,175.79753543393593,59.665871121718375,71.2031276887581,-0.0571146670227524,0,0.0,125319766536.0,20.28,204.0,20519,207997.0232463581,52567456470.30461,78730.72747921429,85,-6814.195067447965,-4.789167627771912
2018-01-16,343889.36509,304696,39.03787273194986,-66.66666666666667,-156.8077270638092,-22.540666150271104,44.13025537718924,2.6731988587503697,407038.34354000026,34.69633533434298,-0.5427567119856166,37.832678184286536,221.3993160862308,33.333333333333336,62.66120172185633,-0.2117729590831343,0,1.0,102231295311.0,30.42,199.0,22236,206429.6919911696,55986780493.90079,79696.34837302261,95,-77229.83258969012,8.196974685476366
