close_time,volume,n_trades,RSI,Will,CCI,ROC,ADX,TRIX,OBV,MFI,BOP,DX,ATR,STOCH_K,STOCH_D,Price_Change_pct,PREV_TARGET,TARGET,marketcap_usd,google_trends,median_transaction_value_usd,maximum_single_transaction_value_usd,new_coins_generated,fees_usd,difficulty,number_of_blocks,VPT,PVO
2019-03-08,34730.366592,211534,56.29748698706673,-25.68213998698869,76.22266127261854,1.0957363327229963,19.828029755339674,0.0451548648059185,-335622.1733350001,44.61711412177694,-0.066212121212123,19.7848507611709,118.30665257762192,74.31786001301131,62.433634344571566,-0.0022562815756797,0,1.0,68545058215.0,8.1,44.275,26885630.77,1825.0,134579.0,6071846049920.75,146,2.384110640927375,-0.8761855030221728
2019-03-09,30979.747653,206869,66.14853200311452,-9.536305055470685,119.813903541379,3.2228339262761363,17.526580830261047,0.0964482206905259,-304642.4256820001,57.600278104633006,0.6680341880341868,3.717887279789264,118.11998792367594,90.46369494452932,71.44129141884567,0.0202231375877129,1,0.0,69674508654.0,8.549999999999999,40.025,3921434.94,1725.0,95989.03,6071846049920.75,138,547.9749791445704,-0.3393475236789531
2019-03-10,23187.561412,167920,60.78531852186606,-18.24553245200288,85.69535263255898,2.8644212461427454,15.553910323050792,0.1387928282091888,-327829.9870940001,55.65017910674276,-0.4310009718172946,3.717887279789273,110.06570393457936,81.75446754799712,74.27247862664628,-0.0067479326373232,0,0.0,69475297369.0,8.01,39.325,2997060.48,1700.0,74887.04,6068891541676.55,136,472.2357887850775,-1.6568739569163906
2019-03-11,38066.885705,209916,52.26148044369696,-37.33780760626396,10.296804136072172,4.207197265362139,16.501990575938464,0.1500496391098504,-365896.8727990001,54.43993559291484,-0.4148438960553341,22.190472093264503,109.6248890867823,62.66219239373604,80.29160931492095,-0.0113330217901474,0,1.0,68687743093.0,8.1,48.855,7768466.28,1775.0,120129.44,6068891541676.55,142,-593.5781827274185,0.8200798562898395
2019-03-12,26921.008622,182885,54.10814975464038,-51.83114992721978,-42.37834198884551,0.6480495006130571,17.501099534469343,0.1486254764782035,-338975.8641770001,40.12885555038939,0.1405104877432386,23.49575328565461,105.26990493152766,48.16885007278022,74.87707498234526,0.0028721901224554,1,0.0,68743000581.0,8.459999999999999,48.91,15391943.73,1787.5,122222.83,6068891541676.55,143,-362.0657951336989,-0.0411356988403981
2019-03-13,24461.008757,186572,50.66789213215691,-61.57205240174672,-62.9188197250662,0.1077206720112577,18.357478641781523,0.1329573221214852,-363436.8729340001,28.159086632430306,-0.3116131441374173,23.495753285654622,97.88277565559513,38.42794759825328,68.81113756173144,-0.0042985662002374,0,1.0,68706700381.0,8.37,48.43,10088073.04,1687.5,139832.93,6068891541676.55,135,-28.07592522575871,-1.1143919990898703
2019-03-14,27048.74853,196651,52.985885449071134,-55.097525473071386,-50.925746413340136,0.0898379818465411,20.69039671864505,0.1161977712640149,-336388.1244040001,28.35645418438905,0.1014876334763153,34.68790517982627,99.55237913336728,44.90247452692861,62.9567838710337,0.0028763579927573,1,1.0,69024696307.0,8.28,44.92,27172653.06,1937.5,145625.84,6068891541676.55,155,-27.596296248057183,-1.1645018372777065
2019-03-15,21740.061498,163866,61.774760106545735,-29.748326307959168,63.85144451978272,1.5231998840846694,20.76863993031428,0.118689244455461,-314648.0629060001,41.58289924086505,0.6959116681587637,21.23809920032963,94.90489640002907,70.25167369204082,62.37590011089507,0.0120295477055134,1,1.0,69675002376.0,7.83,47.54,5758474.42,1912.5,121528.09,6068891541676.55,153,339.3249909393362,-2.326467464435482
2019-03-16,28568.376124,216198,72.39012929356659,-20.68545933887648,186.4298529465352,1.596230319753289,21.981387510823748,0.1602789833563989,-286079.6867820001,40.99885490006013,0.6038518518518518,29.257872993880607,100.63276834288207,79.31454066112352,60.78316378469423,0.0207722845945684,1,0.0,71217349909.0,8.19,40.28,4348338.69,2037.5,89382.92,6068891541676.55,163,860.1560214917145,-1.3737943110299158
2019-03-17,18814.255577,146953,65.936125507996,-30.760494828635203,105.4123231144668,1.6421484775914983,23.02088543697473,0.1991085205791831,-304893.9423590001,41.89520801254908,-0.4007097919019234,29.257872993880618,95.11237286532746,69.2395051713648,58.9953120166039,-0.0062007299087864,0,1.0,70821939585.0,6.75,38.51,4722672.81,1825.0,66980.42,6068891541676.55,146,481.9707973128719,-2.959316261250686
2019-03-18,22454.47801,157876,66.86167873532118,-28.05516122490368,81.65734767749832,3.00133536177456,24.997506518793525,0.2301263726667279,-282439.4643490001,58.97675613546599,0.0712322218238321,36.85723300970631,93.47774817028068,71.94483877509631,60.32140435679823,0.0014967916923038,1,1.0,70958165406.0,8.28,42.24,25214335.18,2012.5,89356.56,6068891541676.55,161,-79.04189584215766,-2.960544468163848
2019-03-19,19893.741815,147394,70.7191697574341,-16.812005678361302,72.97122033514047,3.420273879461111,26.69175316035249,0.2604134580088457,-262545.72253400006,73.62787237926972,0.4540983606557421,36.85723300970632,88.8380698602406,83.1879943216387,65.32413924949229,0.006946133611513,1,1.0,71647703827.0,8.82,41.45,8359936.79,2175.0,89184.21,6068891541676.55,174,175.90527590718116,-3.4369964364916843
2019-03-20,23432.300255,175036,74.19686166527424,-5.65402555262626,83.66753584735021,4.579410243145365,29.04609492426967,0.2924324613094109,-239113.42227900005,88.33999130858801,0.3677697841726611,43.17214550777271,86.0754884516348,94.34597444737376,73.31242879936664,0.0063621971982436,1,0.0,71942444088.0,8.549999999999999,41.08,20098577.31,2012.5,109328.02,6068891541676.55,161,298.8174325274811,-2.650700539257661
2019-03-21,35997.682119,236100,56.453391993470944,-44.987824675324745,-20.499541395123742,2.670023109937269,26.53436270773461,0.2903812599432953,-275111.10439800005,67.97441164471712,-0.329618086736042,11.463969408524257,100.82327581568696,55.012175324675255,74.7566717704733,-0.0154339309034785,0,1.0,70926226881.0,8.82,43.38,20262155.21,1787.5,143018.99,6068891541676.55,143,-395.0533604640353,1.154277273212302
2019-03-22,20022.606318,153703,57.64456542947423,-43.52120859965155,-40.08816571730609,1.609935368116289,24.38144937927599,0.2723006516956561,-255088.49808000005,67.72810600756225,0.1529559748427654,11.463969408524257,92.09852212773168,56.47879140034845,72.78911715737439,0.0015273120062298,1,1.0,70840048102.0,8.01,41.02,8613978.2,2012.5,108490.88,6068891541676.55,161,-523.9470588654984,-0.3913228612629522
2019-03-23,17302.604318,143155,61.38287388315513,-33.442501716760844,28.298289456677328,0.000748880423762,21.691979554654715,0.2536542207029146,-237785.89376200005,65.4307168897681,0.443900048995602,5.555160606927081,84.7730189666271,66.55749828323916,70.96668253196235,0.004543756221962,1,0.0,71050309848.0,8.01,40.15,6377790.73,1812.5,71822.81,6068891541676.55,145,114.44266426113076,-2.048065851084912
2019-03-24,17179.850648,131087,57.11961357417415,-40.747979504516586,-70.26751787649795,0.2773075048855267,21.24724704266264,0.2281978930926076,-254965.74441000004,66.1096390372655,-0.2468761156729808,18.5788519707102,80.66544482853752,59.25202049548341,69.53989900683644,-0.003452312899868,0,0.0,70777630495.0,6.4,39.03,5522662.4,1875.0,62650.88,6379265451411.05,150,23.493764606699628,-3.0545960599347923
2019-03-25,33192.890217,227739,42.99711223491862,-70.36078389942439,-167.88415112998294,-1.2962001700181358,23.894579640829367,0.1781015155030374,-288158.634627,48.54693085523883,-0.499412243421647,39.77857522982973,84.94038128160362,29.63921610057561,63.49623862476204,-0.0138374234281634,0,1.0,69789872373.0,6.88,43.63,11864665.09,1850.0,116253.98,6379265451411.05,148,-525.4198206704427,0.7612247069039828
2019-03-26,29349.537627,192418,46.42371517741957,-63.79483387037136,-125.01661123206496,-1.6680238972190509,26.16372186782942,0.1277133956939513,-258809.097,34.70686787210428,0.2012927054478359,39.77857522982973,82.08889824137454,36.20516612962864,56.78440602590347,0.0033236182717694,1,1.0,70184147202.0,6.96,43.525,8176203.54,1675.0,143434.61,6379265451411.05,134,-373.42575141214434,2.133463300856004
2019-03-27,32364.555852,224309,64.40043125162617,-16.517880724737196,96.46577334579769,-0.1234219795005708,23.529023297781407,0.1184573241631348,-226444.541148,37.844141163915744,0.7982118909253488,7.720831877493341,86.34048420689246,83.4821192752628,55.232426715601896,0.0226095720946016,1,0.0,71987847570.0,7.76,40.54,9924591.34,1862.5,191553.15,6379265451411.05,149,826.276623495657,3.65394236029016
2019-03-28,20089.293875,157060,61.63971301892816,-12.674995291606542,105.91161511589534,1.1849853289923162,21.270710237740253,0.1220070306154896,-246533.835023,53.32842819437567,-0.3122015915119374,7.720831877493341,79.39184360590778,87.32500470839346,59.84854519899022,-0.002913669242842,0,1.0,71678998915.0,6.96,42.415,10068386.73,1825.0,192676.02,6379265451411.05,146,682.6487866096568,1.4556900695336967
2019-03-29,30084.217444,203826,71.96813222444021,-8.70638297872342,156.41073345955394,2.917533039205611,23.34076904499217,0.1581617447375727,-216449.617579,56.12682107925265,0.7527086677367608,35.7611218885037,82.29015166220665,91.29361702127656,64.82209171626566,0.0186260929144883,1,1.0,72202088875.0,7.44,43.35,20248506.77,1837.5,258635.01,6379265451411.05,147,512.5268225484236,2.4982967859024194
2019-03-30,19509.292601,162463,72.395711470301,-13.14417605157378,118.71624612660402,2.520213379397452,25.70536490901903,0.2012292391539105,-196940.324978,56.77489379394335,0.0310227272727326,39.89294009318012,83.10584428189142,86.85582394842622,67.7218525255781,0.000665165779779,1,0.0,72355190645.0,6.96,36.8,27966334.35,1737.5,224301.6,6379265451411.05,139,581.1579041909512,0.4460647841979761
2019-03-31,13525.087433,124046,71.36471094916196,-14.345974770185917,84.85072646531701,2.799723459363057,27.732161363899188,0.2359545972095311,-210465.41241100003,65.55987949131806,-0.090611028315946,39.89294009318013,76.02643795590689,85.65402522981408,71.49356748762534,-0.0007402014614109,0,1.0,72338641171.0,12.6,34.34,49281194.67,1737.5,183100.14,6379265451411.05,139,7.741619835975767,-2.4724745207501373
2019-04-01,25507.067641,184268,76.59403378654106,-5.341896486588375,84.07388055206926,5.295570257004378,31.06844128519052,0.273783910402936,-184958.34477000005,83.25390520523759,0.4593238822246552,51.0861208129385,78.26551824792016,94.65810351341165,80.78197997517336,0.0102670605785826,1,1.0,73269368747.0,5.85,44.83,13972858.18,1700.0,255701.99,6379265451411.05,136,242.45575316106417,-1.002297540299698
2019-04-02,105383.639263,609133,95.06123502680424,-4.231473010064026,233.3333333333327,23.01452431905382,39.45152759117939,0.5807941032961894,-79574.70550700002,100.00000000000011,0.940986203709816,89.75004542711262,175.29187278393152,95.76852698993598,89.29103152664582,0.1719732467294319,1,1.0,85986009273.0,13.8,52.1,50966927.55,1962.5,527104.43,6379265451411.05,157,18374.97182877334,17.13993995165613
2019-04-03,109890.125743,692019,95.4990155338883,-26.89766773238229,156.75839208549698,22.15301940292964,47.10540077068391,0.968857179003524,30315.420235999976,100.00000000000009,0.144599336541966,93.02863984771103,224.75160524337,73.1023322676177,87.80820481126796,0.0155254375472239,1,0.0,87625075595.0,15.0,52.035,50176988.88,1775.0,705113.74,6379265451411.05,142,19826.36538612889,23.52649432968869
2019-04-04,61054.254168,419141,91.24636577247432,-30.08441381956549,89.48866873793884,21.620930480832023,53.6658634959735,1.294303147091691,-30738.833932000023,82.37502131728883,-0.1294642857142868,93.02863984771102,230.08423306574565,69.91558618043452,85.32114502155953,-0.0068787391613736,0,1.0,86778727821.0,10.8,51.465,46811214.62,1750.0,770328.63,6379265451411.05,140,1283.6955699789346,18.36010661449777
2019-04-05,39768.552806,292375,92.47128860514724,-22.08158559619303,75.6581993961796,21.975263510631816,59.28911726050743,1.5549389205680608,9029.718873999976,83.11865285148323,0.7202574525745206,93.02863984771103,218.30077119921063,77.91841440380698,83.41040179049244,0.0217019417634281,1,1.0,88796118649.0,8.25,48.35,24809062.31,1975.0,569466.34,6379265451411.05,158,442.78971364310456,11.356601211767206
2019-04-06,41770.842313,281237,92.89616585517486,-19.13229195122556,73.71610656659134,22.8129253439884,64.3006141681014,1.7299089461523476,50800.56118699998,84.28239397270126,0.140841503563548,94.36959561366515,226.60208959932336,80.86770804877445,82.55495666197076,0.0077782839423292,1,1.0,89212733449.0,7.35,45.81,5410237.16,1737.5,406938.34,6393023717201.86,139,1187.8785085989418,6.526727337619981
2019-04-07,37615.486804,274084,94.14688329423088,-8.6704580260097,80.14761910257077,25.98277269459912,68.62474236990937,1.854474729443489,88416.04799099997,85.34398689869586,0.6163461538461573,94.56951158075717,223.94464822799145,91.3295419739903,83.36574476828164,0.0254260650883467,1,1.0,91674230185.0,6.359999999999999,39.87,5118141.62,1762.5,437438.84,6393023717201.86,141,1267.485396432648,2.469940278499555
2019-04-08,50178.430782,350828,94.71880531847115,-5.84820431788128,109.58698500551048,26.355994363696,72.40257176555608,1.926701623818272,138594.47877299998,86.38004638130158,0.2504887218045082,95.0695481394363,229.95255562399265,94.15179568211872,83.29341507809694,0.0128871412904933,1,0.0,93286365973.0,6.96,48.99,26410231.42,1850.0,678361.95,6393023717201.86,148,1589.1523434063224,1.401754593834525
2019-04-09,34067.012311,253381,82.45897836671864,-28.10516772438804,71.09881822752418,6.026199794535647,75.64071124753897,1.8990261679931564,104527.46646199998,74.81292695832207,-0.5465001236705446,95.0695481394363,220.20504767770788,71.89483227561196,79.88288726176495,-0.0168716282514823,0,1.0,91799330425.0,6.359999999999999,49.815,37175581.21,1650.0,595289.75,6393023717201.86,132,81.35580163600446,-1.7266162897974997
2019-04-10,40073.620471,260967,86.24224145654637,-17.635658914728683,116.93618068678046,7.615659084458493,78.58866073663117,1.8572901244218176,144601.08693299998,69.35179571581655,0.5513937282229965,96.27635767118431,229.74718372374963,82.36434108527132,81.2060313785726,0.0307281553398058,1,0.0,93918439274.0,6.24,49.835,24657841.56,1850.0,584231.26,6393023717201.86,148,666.0877092744391,-2.8813857797453686
2019-04-11,54696.600686,369304,58.96833025561493,-74.7404780376076,-32.38730186179886,2.423315763902778,74.26166944789473,1.6843045460591677,89904.486247,70.30109776197861,-0.7160746419503531,48.29972171547613,254.87901462035683,25.2595219623924,74.82659363313802,-0.0547282709039047,0,1.0,89341168456.0,6.48,48.12,26090393.38,1962.5,592742.97,6393023717201.86,157,-1765.860603436374,-1.4833107262569278
2019-04-12,33276.678614,226036,60.50333425192,-66.69103748350511,-127.05313457260182,0.8603482552273389,68.80022778477236,1.4702275558148736,123181.164861,58.57655989575884,0.1396790663749105,36.03157780603812,249.80486967459152,33.308962516494894,68.45381479209343,0.0061067850288099,1,0.0,89792633045.0,6.6,46.93,25226933.64,1887.5,505473.74,6393023717201.86,151,-2794.0355155291886,-3.734660624147054
2019-04-13,17292.456802,138674,60.26383216786322,-67.18855879310958,-74.77452453478753,0.0263685369823685,64.3594655882417,1.2500285290323545,105888.708059,54.83724056237931,-0.0187368421052604,37.71489240905776,227.68988829250705,32.811441206890414,61.58863381468143,-0.0003526847632256,0,1.0,89925574874.0,5.16,45.81,20598308.95,1687.5,335137.38,6393023717201.86,135,193.6561022250388,-7.610348925035087
2019-04-14,18281.607739,131700,65.21958454776806,-51.83851064588608,-26.10447269676717,-0.7537323969541321,61.28767240834913,1.071232269543665,124170.315798,51.278875399448765,0.548075037584159,42.85691332899367,217.0184756792917,48.16148935411392,55.421769154699085,0.0166123488097951,1,0.0,91188595340.0,4.51,43.64,10987640.3,1525.0,290590.5,6393023717201.86,122,302.35777724239097,-9.868901092720746
2019-04-15,29057.191581,204944,55.2818341191804,-70.80316701736874,-55.216872942358656,-4.047241688785352,56.9834251943832,0.886401626809552,95113.124217,33.84163889645117,-0.4891434354586432,31.15794191058761,217.07012201082148,29.19683298263127,46.142488769058026,-0.0207219251336898,0,1.0,89422237602.0,5.5,49.6,30332071.63,1812.5,403538.33,6393023717201.86,145,-290.3166585935018,-9.095667652385169
2019-04-16,24242.229493,168550,64.18754858045942,-44.27404686329753,28.153202485967288,0.4605825242718575,53.832984218624645,0.7624704433488061,119355.35371,46.6229778238198,0.7677262875425737,34.93033836407328,213.74296172356136,55.72595313670247,43.83264889207096,0.0296062647389527,1,1.0,92414776205.0,5.61,50.34,20267427.15,1812.5,389472.84,6393023717201.86,145,115.49000785285511,-9.126610977347031
2019-04-17,23307.536134,179490,65.74437809342058,-27.54268745360068,154.00510390083898,-1.986153628785392,51.73148071088031,0.6802344696264173,142662.889844,41.85405961274572,0.3480861244019096,39.12245966441424,195.1511100487668,72.45731254639931,42.41735910080353,0.0056245796061633,1,1.0,92702617458.0,5.39,51.815,16746878.16,1725.0,400336.58,6393023717201.86,138,848.8169566414173,-8.973255596597866
2019-04-18,22619.239001,167110,68.77158263321134,-6.707689417069946,134.63470601410503,4.804708442869465,50.931917660548606,0.6348070594136779,165282.128845,63.50136945746184,0.6352607709750551,46.13453935855843,179.8723800418001,93.29231058293006,52.13632890373748,0.0107700085152842,1,1.0,93528321905.0,5.28,49.52,7857167.82,1862.5,379643.33,6393023717201.86,149,372.9028184569355,-8.650526148638793
2019-04-19,24611.236323,178148,68.78546916421368,-16.572972972972895,96.03193495815852,4.173327707353991,50.80567469480512,0.6015094458332815,189893.365168,82.12186226810164,0.0016551724137978,50.04821690034418,174.89061146440008,83.42702702702711,59.29605240524209,4.564091251410898e-05,1,1.0,93638345002.0,5.17,49.865,34077767.61,1900.0,411503.31,6393023717201.86,152,242.9310053316057,-7.650667375365261
2019-04-20,19168.908274,157080,70.86679050192045,-10.87319388659968,93.9564379950535,4.886010917264239,50.93525691544833,0.5790337921015798,209062.273442,82.42169128327852,0.3198799845141247,51.71275023930757,164.66623839805715,89.12680611340032,67.3411045347435,0.0062848471479533,1,0.0,94213277787.0,4.84,45.31,4252223.84,1637.5,307368.69,6393023717201.86,131,121.5969377791102,-7.842423835803268
2019-04-21,25549.570939,210494,65.38917554948499,-20.15544311720821,46.04579225691655,2.4329117377662524,47.60751062952367,0.5441332325819781,183512.702503,67.93080837042973,-0.2462002008704348,27.641032913975643,162.4782043411919,79.84455688279179,71.86725703884034,-0.0069470291389801,0,1.0,93847052256.0,5.16,40.93,5304454.24,2025.0,265137.59,6353030562983.98,162,-51.362249557335176,-6.175426614093876
2019-04-22,29563.852309,210361,72.44165777667824,-10.821592687976477,122.4963227568831,6.610812047881076,46.77962590718341,0.5320015815165391,213076.554812,84.87265023515124,0.5203756848421637,41.81231757314184,166.6456037210216,89.17840731202352,80.43605337161065,0.0189694164997594,1,1.0,95354207775.0,5.279999999999999,50.09,26256347.87,1675.0,370714.02,6353030562983.98,134,396.2519060484691,-3.859954488875591
2019-04-23,41262.103917,282563,79.1304766892962,-23.541482789055525,198.043528937138,6.1771800561298384,48.96205137577869,0.5642740938250457,254338.658729,86.43009619384395,0.5088755185171344,62.05660418735036,181.06623176087564,76.45851721094448,83.3978482393595,0.0254184135564872,1,0.0,98402305964.0,8.04,58.34,10711176.71,1450.0,529819.26,6353030562983.98,116,1616.9050356740904,0.3983281774627762
2019-04-24,48224.152413,339599,68.04893338504753,-42.52873563218391,102.96642311748803,4.078172990801154,50.83270177743179,0.5764595563027441,206114.506316,64.879541828918,-0.3050431987140848,62.05660418735035,190.7496272236076,57.47126436781609,81.25698421384763,-0.01382466658532,0,0.0,96530038144.0,6.359999999999999,54.47,102978499.3,2037.5,717167.04,6353030562983.98,163,361.3567695938235,4.381364758524811
2019-04-25,49636.089948,331089,48.3629831660057,-76.32530120481934,-49.91028270434892,-0.7329169867869578,44.24270884328725,0.5097459611031585,156478.41636799998,48.25614378576312,-0.5004617278883652,4.7027512384201,219.1911090488065,23.67469879518065,71.311611101312,-0.0360295475530933,0,1.0,92046492863.0,6.12,52.06,21084934.57,1787.5,511049.07,6353030562983.98,143,-2475.826315110318,6.747959632449305
2019-04-26,48912.294513,333183,55.59855109939122,-57.40963855421679,-9.753114909951297,1.0538766382438114,39.02152800475263,0.4413921001805931,205390.710881,53.10080774302085,0.2687582524829212,7.694442973544896,237.64666489897704,42.5903614457832,65.47780173256287,0.0179351667570161,1,0.0,93272287959.0,6.0,52.51,91396134.91,1887.5,484821.1,6353030562983.98,151,-905.6788110564008,7.614996475975437
2019-04-27,15422.896935,145733,53.87721262675599,-61.10642570281132,-41.231771485843446,0.0748337500212636,34.546230143151526,0.3706840415609314,189967.813946,46.53127903146328,-0.2276317340563529,7.694442973544895,215.81571277055173,38.89357429718868,58.30162575881835,-0.0036331138287865,0,1.0,93147209261.0,5.4,46.61,26493218.31,1712.5,288117.95,6353030562983.98,137,829.2564556287442,1.8159025156618809
2019-04-28,14371.433869,127730,54.92345232359216,-58.73092369477902,-48.97371708357306,0.9775234297412227,30.71026054749344,0.3078919966302162,204339.247815,54.30689197370959,0.1469200198708491,7.694442973544896,196.4877538033301,41.26907630522097,52.79084281916537,0.0022338920896051,1,0.0,93391244394.0,4.4,43.22,21878483.36,2037.5,255090.1,6353030562983.98,163,-21.32636400969657,-2.406560423531181
2019-04-29,19918.135079,178472,47.54424158561697,-72.66265060240957,-85.6801664950391,-2.2213345180450816,28.013443721230185,0.2327761640604997,184421.112736,44.200340771346816,-0.4678198433420376,11.832542763650665,190.30378897428287,27.337349397590422,43.95640597424636,-0.0134976581082939,0,1.0,92737510865.0,4.84,49.63,67861084.38,2037.5,375745.13,6353030562983.98,163,-228.265999193789,-3.990061033682133
2019-04-30,22238.06823,180989,55.79964458223744,-54.43356934610569,-41.86492981680728,-3.140183241069594,25.374468222468625,0.1853225085861609,206659.180966,39.00704034248759,0.5592234323209099,9.54061522989926,184.23610483509964,45.56643065389431,39.54325075181061,0.0157823196783591,1,1.0,94573826827.0,4.84,53.095,18383113.01,1750.0,452560.85,6353030562983.98,140,90.59807020499096,-4.341242891042006
2019-05-01,17217.473216,161488,61.17895022606724,-31.078431372549066,160.4506604506596,-0.5872576177285316,22.83884619159008,0.1725137064861881,223876.654182,54.96785920378946,0.713986013986015,7.625114006318756,170.17380414437113,68.92156862745094,41.17900850318703,0.0115108400320184,1,1.0,95501110090.0,3.63,45.11,214446589.58,2137.5,352238.69,6353030562983.98,171,552.8545097519049,-5.5232339912687145
2019-05-02,22795.787835,181896,68.93286911854887,-11.990541474042216,181.87032805919927,5.22941052510586,24.441945873201234,0.2060099280404514,246672.442017,78.28013806444886,0.6527976190476195,34.06054396286821,169.86326069517526,88.00945852595778,50.369688464726615,0.020372640808441,1,1.0,97334862743.0,3.74,48.485,16386115.01,2300.0,353883.76,6353030562983.98,184,666.2966054247688,-4.7106325253880215
2019-05-03,46297.172849,338298,80.51673322968954,-10.72008418520752,183.57482500075847,8.62968329538396,29.8568623057486,0.3330818131998203,292969.614866,78.36018523515759,0.7583440220505935,62.3463609010328,197.9442234530074,89.27991581479247,57.039624803156514,0.0505713573353763,1,1.0,101986240859.0,4.62,56.42,14100172.26,1900.0,464018.35,6353030562983.98,152,2822.899658423795,1.511625837271339
2019-05-04,39682.408991,283145,82.09652573002272,-9.782307265668358,127.70357115245888,10.079139828804172,34.94954183808918,0.4901717191986066,332652.02385699993,89.62846349092362,0.1882258838585822,65.50561903213267,214.31647724543487,90.21769273433164,64.37164172274836,0.0101947451053786,1,0.0,103112021258.0,4.07,49.8,5812860.13,1650.0,351454.51,6702169884349.17,132,2748.666723126624,3.749555458730044
2019-05-05,23822.543775,185365,75.33758343192419,-17.246256239600687,85.69071181514262,8.819561678524046,39.31469572295254,0.6102561805622964,308829.4800819999,77.36841382993913,-0.3767199444058386,65.50561903213267,204.256980496087,82.75374376039932,70.29802278777383,-0.0092987274071456,0,0.0,102494420158.0,5.4,43.89,38146781.85,1612.5,364399.57,6702169884349.17,129,170.19658384170046,1.6566286056156585
2019-05-06,25256.596325,230431,71.77345434424105,-21.503143321325133,51.9637226095574,9.729598674338602,39.8524778439262,0.6770177515138531,283572.8837569999,74.57862063761871,-0.1366081997202215,43.079170569768095,201.62884042521745,78.49685667867486,77.60652382792875,-0.0043979228085734,0,1.0,101640471055.0,5.55,51.23,23546948.63,1887.5,438756.82,6702169884349.17,151,-341.6805531614601,0.5769341949918223
2019-05-07,39905.064422,301388,76.38831802406571,-25.564089243341108,96.1920012164005,9.876879648023507,42.87356567888389,0.7280768595923526,323477.94817899994,77.00180915075462,0.3435351124095915,61.00009268863009,212.9204346501864,74.43591075665888,81.73073527118085,0.0167689289590116,1,1.0,103112368557.0,6.75,59.02,74096111.27,1587.5,546758.59,6702169884349.17,127,562.5014005405266,3.0503596533495845
2019-05-08,23074.186907,190969,81.44913425672384,-6.245348642942832,117.4141906705981,11.22176400653887,45.46306953741907,0.7926193279803817,346552.135086,77.80362473396232,0.5811891802737901,61.00009268863008,217.14894398587407,93.75465135705716,85.27831851826745,0.0241091007365291,1,1.0,105829143585.0,6.6,53.095,88695735.33,1900.0,665602.39,6702169884349.17,152,1240.4989718873376,0.9091261646474932
2019-05-09,27453.011436,227841,86.68903121769985,-2.0576186778762326,169.11497270997748,13.04072370181708,49.281523176656094,0.901956888659261,374005.146522,78.5451240784969,0.923932901511378,72.19224501207829,220.53338055932065,97.94238132212377,86.6973074891483,0.0371693064246174,1,1.0,109238600750.0,7.5,53.675,24704176.3,1875.0,650209.05,6702169884349.17,150,1573.7112350654525,0.4689784254159903
2019-05-10,36623.61079,283074,89.29802209801524,-10.844384947871184,154.8507366219199,10.404854582525648,53.66891849205008,1.0423523725838102,410628.757312,78.0152752986136,0.5502492253805741,79.99329038441402,231.445754765132,89.15561505212882,86.6795502373392,0.0263093905748033,1,1.0,112877755994.0,8.85,60.05,61668182.63,1562.5,778658.71,6702169884349.17,125,1985.6193997266564,2.1706807868136084
2019-05-11,74022.424393,562540,94.59268203322002,-15.52424848537552,175.02615883907947,21.38743792296014,58.97176138081029,1.3503317267642423,484651.181705,81.99997366124471,0.7218938567044925,90.78881871337155,337.1163612272559,84.47575151462449,85.85927292023818,0.1099674361114074,1,0.0,127488435181.0,11.25,56.395,28200663.22,1625.00000001,840146.95,6702169884349.17,130,9131.853931574671,10.121876681737811
2019-05-12,86948.975339,647345,86.82738740631112,-29.14213934322833,124.34396000861216,20.633109518978053,63.66627466444061,1.6183102692670204,397702.206366,92.93054943482473,-0.1411412578714133,91.83335436622248,399.2111667662193,70.85786065677166,84.15986104829139,-0.0153937684419973,0,1.0,123389710222.0,17.94,50.49,45336170.28,1975.0,740928.13,6702169884349.17,158,6825.417444486184,15.258118622186242
2019-05-13,85804.735333,588497,92.35965562059695,-13.148631528827591,124.46954054361186,35.54270423936852,68.04111183698082,2.017015373625819,483506.941699,100.00000000000004,0.6686747967479677,94.29013487222204,517.8952857996165,86.8513684711724,85.35336273293389,0.1180312388781098,1,1.0,138316573807.0,21.16,69.82,57672506.31,2087.5,822511.1,6702169884349.17,167,8802.21388810079,16.30930263386113
2019-05-14,76583.722603,655426,93.01190071937432,-16.13231552162848,120.95677590916084,35.94077662263913,71.904364289161,2.39825654490311,560090.6643020001,100.00000000000004,0.1982412191430517,95.08387900224204,553.4016735425284,83.86768447837152,86.70075897889284,0.0194904318065786,1,1.0,141508656734.0,23.0,78.15,79595075.27,1900.0,1049605.02,6702169884349.17,152,11682.30081874421,14.350466085938136
2019-05-15,37884.327211,347533,93.87633255509812,-8.232834793413065,100.14030632482486,36.45355411212752,75.21572353388686,2.71239548667448,597974.9915130001,100.00000000000004,0.5629323308270668,95.08387900224204,531.3442916078815,91.76716520658694,86.41683238596852,0.0282696853218144,1,0.0,145254332460.0,19.32,80.89,132388599.94,1862.5,1540906.85,6702169884349.17,149,2601.5609652939047,7.693035080624428
2019-05-16,69630.513996,666538,78.43415710099644,-22.762534184138552,65.74773870684531,26.692896646578124,75.44831815160933,2.810072753888604,528344.4775170002,84.07987805878753,-0.491853658536585,76.84388585794409,543.2951070924698,77.23746581586144,83.45898731364532,-0.0370286494929661,0,0.0,139599559277.0,17.48,77.57,53128067.99,1825.0,1835666.11,6702169884349.17,146,-1525.1031661226573,6.749846297854251
